nama,ips-now,ips-next
Taruna-84127,3.84,3.65
Taruna-84128,3.61,3.58
Taruna-84129,3.88,3.57
Taruna-84130,3.89,3.8
Taruna-84131,3.28,3.72
Taruna-84132,3.62,3.72
Taruna-84133,3.8,3.88
Taruna-84134,3.51,3.62
Taruna-84135,3.95,3.75
Taruna-84136,3.82,3.76
Taruna-84137,3.81,3.61
Taruna-84138,3.96,3.7
Taruna-84139,3.88,3.65
Taruna-84140,3.95,3.93
Taruna-84141,3.8,3.58
Taruna-84142,3.29,3.79
Taruna-84143,3.93,3.55
Taruna-84144,3.66,3.65
Taruna-84145,3.27,3.88
Taruna-84146,3.68,3.88
Taruna-84147,3.56,3.52
Taruna-84148,3.91,3.61
Taruna-84149,3.44,3.79
Taruna-84150,3.55,3.64
Taruna-84151,3.34,3.87
Taruna-84152,3.93,3.97
Taruna-84153,3.94,3.57
Taruna-84154,3.74,3.99
Taruna-84155,3.91,3.58
Taruna-84156,3.83,3.84
Taruna-84157,3.74,3.86
Taruna-84158,3.38,3.54
Taruna-84159,3.33,3.81
Taruna-84160,3.24,3.85
Taruna-84161,3.99,3.66
Taruna-84162,3.56,3.65
Taruna-84163,3.85,3.58
Taruna-84164,3.27,3.53
Taruna-84165,3.78,3.67
Taruna-84166,3.47,3.74
Taruna-84167,3.58,3.65
Taruna-84168,3.67,3.99
Taruna-84169,3.4,3.78
Taruna-84170,3.34,3.75
Taruna-84171,3.61,3.8
Taruna-84172,3.9,3.98
Taruna-84173,3.69,3.98
Taruna-84174,3.44,3.86
Taruna-84175,3.87,3.66
Taruna-84176,3.3,3.58
Taruna-84177,3.35,3.67
Taruna-84178,3.86,3.78
Taruna-84179,3.22,3.76
Taruna-84180,3.35,3.69
Taruna-84181,3.72,3.82
Taruna-84182,3.56,3.74
Taruna-84183,3.48,3.95
Taruna-84184,3.95,3.75
Taruna-84185,3.21,3.97
Taruna-84186,3.7,3.57
Taruna-84187,3.44,3.94
Taruna-84188,3.37,3.91
Taruna-84189,3.57,3.99
Taruna-84190,3.33,3.71
Taruna-84191,3.47,3.74
Taruna-84192,3.39,3.79
Taruna-84193,3.83,3.52
Taruna-84194,3.51,3.95
Taruna-84195,3.57,3.94
Taruna-84196,3.94,3.63
Taruna-84197,3.74,3.68
Taruna-84198,3.2,3.94
Taruna-84199,3.44,3.56
Taruna-84200,3.55,3.96
Taruna-84201,3.93,3.67
Taruna-84202,3.27,3.53
Taruna-84203,3.62,3.55
Taruna-84204,3.88,3.93
Taruna-84205,3.87,3.81
Taruna-84206,3.44,3.86
Taruna-84207,3.31,3.67
Taruna-84208,3.56,3.71
Taruna-84209,3.55,3.62
Taruna-84210,3.37,3.86
Taruna-84211,3.36,3.7
Taruna-84212,3.98,3.6
Taruna-84213,3.23,3.59
Taruna-84214,3.95,3.83
Taruna-84215,3.21,3.52
Taruna-84216,3.9,3.59
Taruna-84217,3.73,3.96
Taruna-84218,3.7,3.68
Taruna-84219,3.32,3.85
Taruna-84220,3.99,3.9
Taruna-84221,3.76,3.85
Taruna-84222,3.7,4.0
Taruna-84223,3.58,3.64
Taruna-84224,3.64,3.88
Taruna-84225,3.72,3.73
Taruna-84226,3.21,3.94
Taruna-84227,3.24,3.55
Taruna-84228,3.5,3.58
Taruna-84229,3.73,3.56
Taruna-84230,3.41,3.74
Taruna-84231,3.65,3.61
Taruna-84232,3.37,3.97
Taruna-84233,3.91,3.85
Taruna-84234,3.86,3.92
Taruna-84235,4.0,3.89
Taruna-84236,3.76,3.57
Taruna-84237,3.96,3.54
Taruna-84238,3.82,3.95
Taruna-84239,3.34,3.56
Taruna-84240,3.24,3.84
Taruna-84241,3.95,3.53
Taruna-84242,3.67,3.83
Taruna-84243,3.29,3.5
Taruna-84244,3.86,3.7
Taruna-84245,3.64,3.72
Taruna-84246,3.42,3.66
Taruna-84247,3.6,3.67
Taruna-84248,3.37,3.83
Taruna-84249,3.74,3.93
Taruna-84250,3.79,3.62
Taruna-84251,3.6,3.97
Taruna-84252,3.31,3.96
Taruna-84253,3.21,3.84
Taruna-84254,3.49,3.92
Taruna-84255,3.4,3.75
Taruna-84256,3.49,3.73
Taruna-84257,3.6,3.7
Taruna-84258,3.81,3.73
Taruna-84259,3.54,3.75
Taruna-84260,3.54,3.61
Taruna-84261,3.97,3.97
Taruna-84262,3.75,3.5
Taruna-84263,3.63,3.56
Taruna-84264,3.25,3.83
Taruna-84265,3.77,3.61
Taruna-84266,3.91,4.0
Taruna-84267,3.28,3.88
Taruna-84268,3.46,3.77
Taruna-84269,3.6,3.64
Taruna-84270,3.77,3.96
Taruna-84271,3.8,3.58
Taruna-84272,3.53,3.98
Taruna-84273,3.29,3.66
Taruna-84274,4.0,3.82
Taruna-84275,3.91,3.98
Taruna-84276,3.57,3.66
Taruna-84277,3.31,3.86
Taruna-84278,3.97,3.63
Taruna-84279,3.79,3.64
Taruna-84280,3.46,3.53
Taruna-84281,3.42,3.82
Taruna-84282,3.97,3.65
Taruna-84283,3.36,3.98
Taruna-84284,3.49,3.94
Taruna-84285,3.32,3.95
Taruna-84286,3.41,3.86
Taruna-84287,3.37,3.57
Taruna-84288,3.65,3.62
Taruna-84289,3.46,3.95
Taruna-84290,3.78,3.99
Taruna-84291,3.63,3.55
Taruna-84292,3.43,3.71
Taruna-84293,3.57,3.71
Taruna-84294,3.99,3.95
Taruna-84295,3.24,3.74
Taruna-84296,3.38,3.67
Taruna-84297,3.25,3.62
Taruna-84298,3.96,3.55
Taruna-84299,3.49,3.87
Taruna-84300,3.51,3.88
Taruna-84301,3.67,3.68
Taruna-84302,3.35,3.8
Taruna-84303,3.87,3.77
Taruna-84304,3.59,3.78
Taruna-84305,3.91,3.59
Taruna-84306,3.31,3.58
Taruna-84307,3.35,3.51
Taruna-84308,3.77,3.55
Taruna-84309,3.29,3.95
Taruna-84310,3.58,3.65
Taruna-84311,3.37,3.98
Taruna-84312,3.58,3.78
Taruna-84313,3.57,3.97
Taruna-84314,3.49,3.98
Taruna-84315,3.53,3.77
Taruna-84316,3.68,3.93
Taruna-84317,3.25,3.79
Taruna-84318,3.91,3.69
Taruna-84319,3.47,3.69
Taruna-84320,3.4,3.91
Taruna-84321,3.52,3.67
Taruna-84322,3.53,3.65
Taruna-84323,3.72,3.72
Taruna-84324,3.75,3.81
Taruna-84325,3.55,3.81
Taruna-84326,3.27,3.85
Taruna-84327,3.87,3.59
Taruna-84328,3.79,3.65
Taruna-84329,3.86,3.73
Taruna-84330,3.37,3.82
Taruna-84331,3.4,3.54
Taruna-84332,3.21,3.92
Taruna-84333,3.29,3.77
Taruna-84334,3.99,3.98
Taruna-84335,3.54,3.54
Taruna-84336,3.92,3.56
Taruna-84337,3.41,3.83
Taruna-84338,3.26,3.53
Taruna-84339,3.56,3.53
Taruna-84340,3.56,3.54
Taruna-84341,3.8,3.98
Taruna-84342,3.63,3.79
Taruna-84343,3.28,3.82
Taruna-84344,3.53,3.56
Taruna-84345,3.4,3.8
Taruna-84346,3.43,3.84
Taruna-84347,3.9,3.96
Taruna-84348,3.91,3.7
Taruna-84349,3.34,3.52
Taruna-84350,3.4,3.57
Taruna-84351,3.97,3.56
Taruna-84352,3.26,3.86
Taruna-84353,3.94,3.86
Taruna-84354,3.91,3.73
Taruna-84355,3.23,3.66
Taruna-84356,3.55,3.87
Taruna-84357,3.41,3.82
Taruna-84358,3.25,3.68
Taruna-84359,3.98,3.96
Taruna-84360,3.59,3.54
Taruna-84361,3.45,3.59
Taruna-84362,3.34,3.63
Taruna-84363,3.38,3.67
Taruna-84364,3.75,3.95
Taruna-84365,3.93,3.86
Taruna-84366,3.59,3.57
Taruna-84367,3.26,3.85
Taruna-84368,3.8,3.71
Taruna-84369,3.26,3.84
Taruna-84370,3.2,3.74
Taruna-84371,3.21,3.96
Taruna-84372,3.23,3.68
Taruna-84373,3.56,3.57
Taruna-84374,3.62,3.64
Taruna-84375,3.36,3.78
Taruna-84376,3.36,3.87
Taruna-84377,3.48,3.69
Taruna-84378,3.93,3.7
Taruna-84379,3.36,3.64
Taruna-84380,3.77,3.79
Taruna-84381,3.39,3.51
Taruna-84382,3.84,3.61
Taruna-84383,3.79,3.77
Taruna-84384,3.52,3.85
Taruna-84385,3.31,3.76
Taruna-84386,3.79,3.92
Taruna-84387,3.53,3.85
Taruna-84388,3.91,3.51
Taruna-84389,3.43,3.88
Taruna-84390,3.23,3.89
Taruna-84391,3.82,3.6
Taruna-84392,3.34,3.82
Taruna-84393,3.42,3.76
Taruna-84394,3.79,3.99
Taruna-84395,3.81,3.82
Taruna-84396,3.32,3.83
Taruna-84397,3.89,3.78
Taruna-84398,3.76,3.99
Taruna-84399,3.55,3.74
Taruna-84400,3.82,3.92
Taruna-84401,3.45,3.86
Taruna-84402,3.76,3.84
Taruna-84403,3.5,3.67
Taruna-84404,3.71,3.92
Taruna-84405,3.89,3.74
Taruna-84406,3.36,3.73
Taruna-84407,3.87,3.53
Taruna-84408,3.73,3.52
Taruna-84409,3.28,3.91
Taruna-84410,3.57,3.73
Taruna-84411,3.47,3.59
Taruna-84412,3.53,3.75
Taruna-84413,3.24,3.76
Taruna-84414,3.43,3.77
Taruna-84415,3.77,3.74
Taruna-84416,3.81,3.71
Taruna-84417,3.75,3.52
Taruna-84418,3.39,3.52
Taruna-84419,3.99,3.89
Taruna-84420,3.37,3.63
Taruna-84421,3.46,3.67
Taruna-84422,3.42,3.83
Taruna-84423,3.59,3.54
Taruna-84424,3.83,3.98
Taruna-84425,3.26,3.68
Taruna-84426,3.28,3.59
Taruna-84427,3.46,3.58
Taruna-84428,3.43,3.72
Taruna-84429,3.73,3.9
Taruna-84430,3.62,3.69
Taruna-84431,3.37,3.78
Taruna-84432,3.8,3.92
Taruna-84433,3.52,3.89
Taruna-84434,3.29,3.83
Taruna-84435,3.58,3.79
Taruna-84436,3.86,3.6
Taruna-84437,3.63,3.8
Taruna-84438,3.73,3.88
Taruna-84439,3.88,3.82
Taruna-84440,4.0,3.52
Taruna-84441,3.45,3.93
Taruna-84442,3.72,3.65
Taruna-84443,3.2,3.88
Taruna-84444,3.84,3.85
Taruna-84445,3.31,3.64
Taruna-84446,3.36,3.76
Taruna-84447,3.25,3.63
Taruna-84448,3.93,3.87
Taruna-84449,3.71,3.97
Taruna-84450,3.22,3.76
Taruna-84451,3.94,3.77
Taruna-84452,3.71,3.99
Taruna-84453,3.47,3.9
Taruna-84454,3.87,3.56
Taruna-84455,3.79,3.54
Taruna-84456,3.46,3.67
Taruna-84457,3.39,3.91
Taruna-84458,3.95,3.96
Taruna-84459,3.84,3.59
Taruna-84460,3.6,3.73
Taruna-84461,3.83,3.83
Taruna-84462,3.68,3.78
Taruna-84463,3.68,4.0
Taruna-84464,3.83,3.97
Taruna-84465,3.25,3.64
Taruna-84466,3.22,3.74
Taruna-84467,3.92,3.81
Taruna-84468,3.6,3.72
Taruna-84469,3.51,3.74
Taruna-84470,3.61,3.72
Taruna-84471,3.71,3.85
Taruna-84472,3.52,3.6
Taruna-84473,3.63,3.76
Taruna-84474,3.41,3.86
Taruna-84475,3.71,3.76
Taruna-84476,3.88,3.5
Taruna-84477,3.61,3.61
Taruna-84478,3.42,3.53
Taruna-84479,3.51,3.81
Taruna-84480,3.56,3.7
Taruna-84481,3.36,3.98
Taruna-84482,3.54,3.71
Taruna-84483,3.54,3.81
Taruna-84484,3.7,3.97
Taruna-84485,3.44,3.98
Taruna-84486,3.63,3.64
Taruna-84487,3.62,3.51
Taruna-84488,3.46,3.51
Taruna-84489,3.58,3.56
Taruna-84490,3.33,3.82
Taruna-84491,3.94,3.65
Taruna-84492,3.82,3.69
Taruna-84493,3.39,3.95
Taruna-84494,3.56,3.56
Taruna-84495,3.6,3.91
Taruna-84496,3.5,3.74
Taruna-84497,3.9,3.99
Taruna-84498,3.36,3.84
Taruna-84499,3.97,3.64
Taruna-84500,3.76,3.68
Taruna-84501,3.8,3.77
Taruna-84502,3.58,3.92
Taruna-84503,3.91,3.69
Taruna-84504,3.54,3.77
Taruna-84505,3.84,3.72
Taruna-84506,3.25,3.64
Taruna-84507,3.45,3.65
Taruna-84508,3.62,3.77
Taruna-84509,3.64,3.76
Taruna-84510,3.6,3.69
Taruna-84511,3.89,3.55
Taruna-84512,3.67,3.56
Taruna-84513,3.75,3.64
Taruna-84514,3.81,3.7
Taruna-84515,3.35,3.69
Taruna-84516,3.29,3.66
Taruna-84517,3.38,3.96
Taruna-84518,3.41,3.74
Taruna-84519,3.54,3.82
Taruna-84520,3.58,3.71
Taruna-84521,3.54,3.88
Taruna-84522,3.58,3.57
Taruna-84523,3.24,3.86
Taruna-84524,3.39,3.74
Taruna-84525,3.32,3.66
Taruna-84526,3.95,3.89
Taruna-84527,3.25,3.82
Taruna-84528,3.43,3.8
Taruna-84529,3.34,3.84
Taruna-84530,3.56,3.51
Taruna-84531,3.81,3.74
Taruna-84532,3.99,3.53
Taruna-84533,3.68,3.51
Taruna-84534,3.32,3.76
Taruna-84535,3.44,3.62
Taruna-84536,3.61,3.62
Taruna-84537,3.38,3.55
Taruna-84538,3.27,3.73
Taruna-84539,3.92,3.88
Taruna-84540,3.52,3.94
Taruna-84541,3.5,3.87
Taruna-84542,3.7,3.79
Taruna-84543,3.93,3.67
Taruna-84544,3.72,3.89
Taruna-84545,3.81,3.79
Taruna-84546,3.28,3.77
Taruna-84547,3.62,3.85
Taruna-84548,3.37,3.82
Taruna-84549,3.87,3.53
Taruna-84550,3.97,3.92
Taruna-84551,3.63,3.76
Taruna-84552,3.95,3.54
Taruna-84553,3.98,3.64
Taruna-84554,3.77,3.57
Taruna-84555,3.6,3.98
Taruna-84556,3.93,3.74
Taruna-84557,3.39,3.54
Taruna-84558,3.7,3.95
Taruna-84559,3.6,3.62
Taruna-84560,3.51,3.95
Taruna-84561,3.56,3.92
Taruna-84562,3.57,3.94
Taruna-84563,3.44,3.89
Taruna-84564,3.6,3.5
Taruna-84565,3.48,3.55
Taruna-84566,3.35,3.7
Taruna-84567,4.0,3.62
Taruna-84568,3.25,3.62
Taruna-84569,3.49,3.94
Taruna-84570,3.55,3.82
Taruna-84571,3.75,3.96
Taruna-84572,3.59,3.87
Taruna-84573,3.83,3.79
Taruna-84574,3.2,3.58
Taruna-84575,3.87,3.87
Taruna-84576,3.76,3.92
Taruna-84577,3.32,3.96
Taruna-84578,3.38,3.5
Taruna-84579,3.37,3.83
Taruna-84580,3.91,3.56
Taruna-84581,3.72,3.94
Taruna-84582,3.28,3.74
Taruna-84583,3.88,3.85
Taruna-84584,3.87,3.58
Taruna-84585,3.58,3.69
Taruna-84586,3.71,3.55
Taruna-84587,3.42,3.55
Taruna-84588,3.79,3.78
Taruna-84589,3.98,3.92
Taruna-84590,3.98,3.59
Taruna-84591,3.71,3.99
Taruna-84592,3.5,3.92
Taruna-84593,3.93,3.59
Taruna-84594,4.0,3.53
Taruna-84595,3.7,3.95
Taruna-84596,3.4,3.55
Taruna-84597,3.58,3.57
Taruna-84598,3.72,3.7
Taruna-84599,3.36,3.55
Taruna-84600,3.66,3.98
Taruna-84601,3.81,3.7
Taruna-84602,3.81,3.85
Taruna-84603,3.72,3.51
Taruna-84604,3.87,3.94
Taruna-84605,3.57,3.66
Taruna-84606,3.25,3.93
Taruna-84607,3.22,3.91
Taruna-84608,3.66,3.8
Taruna-84609,3.35,3.71
Taruna-84610,3.38,3.67
Taruna-84611,3.76,3.81
Taruna-84612,3.4,3.79
Taruna-84613,3.46,3.56
Taruna-84614,3.73,3.95
Taruna-84615,3.81,3.84
Taruna-84616,3.6,3.93
Taruna-84617,3.21,3.74
Taruna-84618,3.87,3.96
Taruna-84619,3.96,3.73
Taruna-84620,3.7,3.67
Taruna-84621,3.31,3.73
Taruna-84622,3.2,3.98
Taruna-84623,3.27,3.82
Taruna-84624,3.87,3.82
Taruna-84625,3.48,3.76
Taruna-84626,3.94,3.81
Taruna-84627,3.26,3.68
Taruna-84628,3.78,3.81
Taruna-84629,3.62,3.89
Taruna-84630,3.39,3.94
Taruna-84631,3.33,3.84
Taruna-84632,3.91,3.99
Taruna-84633,3.32,3.82
Taruna-84634,3.34,3.75
Taruna-84635,3.49,3.89
Taruna-84636,3.41,3.92
Taruna-84637,3.28,3.75
Taruna-84638,3.43,3.89
Taruna-84639,3.97,3.73
Taruna-84640,3.2,3.68
Taruna-84641,3.49,3.9
Taruna-84642,3.28,3.9
Taruna-84643,3.81,3.98
Taruna-84644,3.82,3.54
Taruna-84645,3.89,3.91
Taruna-84646,3.75,3.79
Taruna-84647,3.93,3.54
Taruna-84648,3.53,3.91
Taruna-84649,3.66,3.54
Taruna-84650,3.22,3.94
Taruna-84651,3.91,3.98
Taruna-84652,3.99,3.89
Taruna-84653,3.67,3.95
Taruna-84654,3.22,3.65
Taruna-84655,3.43,3.95
Taruna-84656,3.46,3.85
Taruna-84657,3.82,3.7
Taruna-84658,3.33,3.98
Taruna-84659,3.29,3.83
Taruna-84660,3.65,3.72
Taruna-84661,3.95,3.57
Taruna-84662,3.68,3.8
Taruna-84663,3.97,3.98
Taruna-84664,3.45,4.0
Taruna-84665,3.31,3.69
Taruna-84666,3.66,3.54
Taruna-84667,3.47,3.51
Taruna-84668,3.49,3.51
Taruna-84669,3.59,3.6
Taruna-84670,3.42,3.88
Taruna-84671,3.48,3.59
Taruna-84672,3.99,3.71
Taruna-84673,3.67,3.8
Taruna-84674,3.66,3.74
Taruna-84675,3.31,3.83
Taruna-84676,3.93,3.8
Taruna-84677,3.76,3.53
Taruna-84678,3.93,3.94
Taruna-84679,3.7,3.52
Taruna-84680,3.85,3.6
Taruna-84681,3.36,3.99
Taruna-84682,3.53,3.74
Taruna-84683,3.24,4.0
Taruna-84684,3.66,3.53
Taruna-84685,3.21,3.76
Taruna-84686,3.21,3.86
Taruna-84687,3.59,3.57
Taruna-84688,3.62,3.96
Taruna-84689,3.75,3.91
Taruna-84690,3.64,3.78
Taruna-84691,3.7,3.74
Taruna-84692,3.58,3.81
Taruna-84693,3.84,3.94
Taruna-84694,3.67,3.75
Taruna-84695,3.92,3.85
Taruna-84696,3.64,3.6
Taruna-84697,3.92,3.8
Taruna-84698,3.26,3.86
Taruna-84699,3.92,3.83
Taruna-84700,3.57,3.8
Taruna-84701,3.88,3.87
Taruna-84702,3.53,3.82
Taruna-84703,3.58,3.81
Taruna-84704,3.44,3.53
Taruna-84705,3.94,3.75
Taruna-84706,3.31,3.57
Taruna-84707,3.85,3.77
Taruna-84708,3.42,3.71
Taruna-84709,3.48,3.98
Taruna-84710,3.24,3.85
Taruna-84711,3.57,3.55
Taruna-84712,3.35,3.98
Taruna-84713,3.6,3.55
Taruna-84714,3.41,3.92
Taruna-84715,3.74,3.91
Taruna-84716,3.86,3.96
Taruna-84717,3.39,3.69
Taruna-84718,3.7,3.6
Taruna-84719,3.44,3.73
Taruna-84720,3.78,3.55
Taruna-84721,3.66,3.74
Taruna-84722,3.63,3.57
Taruna-84723,3.56,3.77
Taruna-84724,3.57,3.94
Taruna-84725,3.96,3.87
Taruna-84726,3.62,3.88
Taruna-84727,3.99,3.87
Taruna-84728,3.22,3.56
Taruna-84729,3.51,3.74
Taruna-84730,3.72,3.89
Taruna-84731,3.7,3.6
Taruna-84732,3.25,3.98
Taruna-84733,3.46,3.69
Taruna-84734,3.98,3.91
Taruna-84735,3.89,3.56
Taruna-84736,3.49,3.55
Taruna-84737,3.25,3.5
Taruna-84738,3.8,3.79
Taruna-84739,3.9,3.83
Taruna-84740,3.92,3.67
Taruna-84741,3.21,3.74
Taruna-84742,3.3,3.54
Taruna-84743,3.55,3.82
Taruna-84744,3.3,3.98
Taruna-84745,3.28,3.64
Taruna-84746,3.65,3.66
Taruna-84747,3.87,3.8
Taruna-84748,3.84,3.82
Taruna-84749,3.42,3.86
Taruna-84750,3.97,3.93
Taruna-84751,3.77,3.81
Taruna-84752,3.24,3.85
Taruna-84753,3.59,3.98
Taruna-84754,3.57,3.86
Taruna-84755,3.36,3.58
Taruna-84756,3.26,3.63
Taruna-84757,3.66,3.7
Taruna-84758,3.42,3.89
Taruna-84759,3.91,3.99
Taruna-84760,3.45,3.77
Taruna-84761,3.46,3.64
Taruna-84762,3.54,3.66
Taruna-84763,3.63,3.99
Taruna-84764,3.57,3.95
Taruna-84765,3.8,3.73
Taruna-84766,3.69,3.68
Taruna-84767,3.96,3.79
Taruna-84768,3.97,3.94
Taruna-84769,4.0,3.97
Taruna-84770,3.2,3.61
Taruna-84771,3.73,3.62
Taruna-84772,3.9,3.95
Taruna-84773,3.38,3.89
Taruna-84774,3.91,3.65
Taruna-84775,3.82,3.71
Taruna-84776,3.67,3.91
Taruna-84777,3.31,3.76
Taruna-84778,3.36,3.53
Taruna-84779,3.57,3.53
Taruna-84780,3.71,3.52
Taruna-84781,3.77,3.55
Taruna-84782,3.48,3.81
Taruna-84783,3.4,3.92
Taruna-84784,3.94,3.7
Taruna-84785,3.47,3.81
Taruna-84786,3.5,3.89
Taruna-84787,3.64,3.53
Taruna-84788,3.96,3.51
Taruna-84789,3.48,3.6
Taruna-84790,3.51,3.64
Taruna-84791,3.69,3.81
Taruna-84792,3.78,3.79
Taruna-84793,3.27,3.94
Taruna-84794,3.81,3.7
Taruna-84795,3.38,3.77
Taruna-84796,3.45,3.51
Taruna-84797,3.46,3.72
Taruna-84798,3.45,3.83
Taruna-84799,3.52,3.52
Taruna-84800,3.72,3.69
Taruna-84801,3.43,3.91
Taruna-84802,3.85,3.79
Taruna-84803,3.47,3.97
Taruna-84804,3.74,3.72
Taruna-84805,3.47,3.59
Taruna-84806,3.69,3.83
Taruna-84807,3.85,3.85
Taruna-84808,3.46,3.65
Taruna-84809,3.62,3.83
Taruna-84810,3.49,3.63
Taruna-84811,3.64,3.96
Taruna-84812,3.95,3.76
Taruna-84813,3.43,3.72
Taruna-84814,3.49,3.52
Taruna-84815,3.71,3.78
Taruna-84816,3.61,3.93
Taruna-84817,3.76,3.5
Taruna-84818,3.63,3.68
Taruna-84819,3.83,3.69
Taruna-84820,3.95,3.79
Taruna-84821,3.49,3.6
Taruna-84822,3.97,3.78
Taruna-84823,3.82,3.91
Taruna-84824,3.73,3.64
Taruna-84825,3.42,3.82
Taruna-84826,3.31,3.98
Taruna-84827,3.42,3.9
Taruna-84828,3.7,3.75
Taruna-84829,3.89,3.64
Taruna-84830,3.76,3.58
Taruna-84831,3.79,3.91
Taruna-84832,3.41,3.86
Taruna-84833,3.42,3.63
Taruna-84834,3.97,3.54
Taruna-84835,3.37,3.72
Taruna-84836,3.77,3.76
Taruna-84837,3.56,3.64
Taruna-84838,3.63,3.92
Taruna-84839,3.4,3.86
Taruna-84840,3.47,3.89
Taruna-84841,3.74,3.91
Taruna-84842,3.7,3.78
Taruna-84843,3.3,3.82
Taruna-84844,3.75,3.76
Taruna-84845,3.55,3.61
Taruna-84846,3.81,3.51
Taruna-84847,3.53,3.56
Taruna-84848,3.4,3.81
Taruna-84849,3.56,3.95
Taruna-84850,3.29,3.89
Taruna-84851,3.31,3.97
Taruna-84852,3.87,3.98
Taruna-84853,3.58,3.84
Taruna-84854,3.26,4.0
Taruna-84855,3.62,3.93
Taruna-84856,3.4,3.65
Taruna-84857,3.99,3.96
Taruna-84858,3.78,3.83
Taruna-84859,3.6,3.78
Taruna-84860,3.56,3.72
Taruna-84861,3.4,3.97
Taruna-84862,3.94,3.63
Taruna-84863,3.92,3.81
Taruna-84864,3.31,3.91
Taruna-84865,3.95,3.61
Taruna-84866,3.52,3.84
Taruna-84867,3.3,3.87
Taruna-84868,3.59,3.94
Taruna-84869,3.88,3.87
Taruna-84870,3.41,3.66
Taruna-84871,3.51,3.71
Taruna-84872,3.49,3.93
Taruna-84873,3.59,3.65
Taruna-84874,3.95,3.58
Taruna-84875,3.73,3.57
Taruna-84876,3.8,3.52
Taruna-84877,3.56,3.95
Taruna-84878,3.99,3.81
Taruna-84879,3.58,3.77
Taruna-84880,3.91,3.57
Taruna-84881,3.25,3.92
Taruna-84882,3.28,3.93
Taruna-84883,3.73,3.85
Taruna-84884,3.48,3.84
Taruna-84885,3.48,3.91
Taruna-84886,3.76,3.94
Taruna-84887,3.83,3.6
Taruna-84888,3.79,3.56
Taruna-84889,3.37,3.97
Taruna-84890,3.76,3.87
Taruna-84891,3.46,3.96
Taruna-84892,3.84,3.68
Taruna-84893,3.82,3.89
Taruna-84894,3.56,3.92
Taruna-84895,3.51,3.81
Taruna-84896,3.98,3.78
Taruna-84897,3.8,3.73
Taruna-84898,3.92,3.76
Taruna-84899,3.75,3.97
Taruna-84900,3.84,3.96
Taruna-84901,3.53,3.57
Taruna-84902,3.29,3.8
Taruna-84903,3.32,3.58
Taruna-84904,3.79,3.56
Taruna-84905,3.81,3.77
Taruna-84906,3.22,3.83
Taruna-84907,3.37,3.85
Taruna-84908,3.84,3.76
Taruna-84909,3.87,3.74
Taruna-84910,3.48,3.52
Taruna-84911,3.34,3.51
Taruna-84912,3.88,3.62
Taruna-84913,3.4,3.99
Taruna-84914,3.22,4.0
Taruna-84915,3.28,3.76
Taruna-84916,3.94,3.93
Taruna-84917,3.62,3.59
Taruna-84918,3.52,3.81
Taruna-84919,3.29,3.95
Taruna-84920,3.59,3.54
Taruna-84921,3.63,3.65
Taruna-84922,3.88,3.81
Taruna-84923,3.88,3.86
Taruna-84924,3.89,3.64
Taruna-84925,3.52,3.51
Taruna-84926,3.43,3.55
Taruna-84927,3.55,3.9
Taruna-84928,3.99,3.69
Taruna-84929,3.92,3.91
Taruna-84930,3.98,3.97
Taruna-84931,3.69,3.89
Taruna-84932,3.88,3.52
Taruna-84933,3.38,3.51
Taruna-84934,3.93,3.81
Taruna-84935,3.91,3.82
Taruna-84936,3.93,3.94
Taruna-84937,3.65,3.89
Taruna-84938,3.21,3.84
Taruna-84939,3.62,3.79
Taruna-84940,3.34,3.78
Taruna-84941,3.47,3.83
Taruna-84942,3.85,3.86
Taruna-84943,3.23,3.81
Taruna-84944,3.47,3.85
Taruna-84945,3.36,3.85
Taruna-84946,3.34,3.87
Taruna-84947,3.99,3.64
Taruna-84948,3.85,3.98
Taruna-84949,3.3,3.98
Taruna-84950,3.39,3.9
Taruna-84951,3.93,3.86
Taruna-84952,3.75,3.58
Taruna-84953,3.84,3.98
Taruna-84954,3.68,3.52
Taruna-84955,3.65,3.99
Taruna-84956,3.95,3.68
Taruna-84957,3.62,3.91
Taruna-84958,3.49,3.65
Taruna-84959,3.87,3.84
Taruna-84960,3.9,3.82
Taruna-84961,3.38,3.84
Taruna-84962,3.83,3.55
Taruna-84963,3.43,3.63
Taruna-84964,3.92,3.75
Taruna-84965,3.37,3.86
Taruna-84966,3.94,3.73
Taruna-84967,3.32,3.6
Taruna-84968,3.45,3.8
Taruna-84969,3.44,3.92
Taruna-84970,3.53,3.59
Taruna-84971,3.34,3.99
Taruna-84972,3.59,3.86
Taruna-84973,3.34,3.8
Taruna-84974,3.89,3.8
Taruna-84975,3.75,3.94
Taruna-84976,3.94,3.98
Taruna-84977,3.79,3.9
Taruna-84978,3.8,3.69
Taruna-84979,3.25,3.65
Taruna-84980,3.49,3.82
Taruna-84981,3.28,3.75
Taruna-84982,3.75,3.99
Taruna-84983,3.51,3.7
Taruna-84984,3.47,3.67
Taruna-84985,3.23,3.77
Taruna-84986,3.89,3.7
Taruna-84987,3.88,3.87
Taruna-84988,3.49,3.73
Taruna-84989,3.29,3.95
Taruna-84990,3.65,3.57
Taruna-84991,3.57,3.81
Taruna-84992,3.75,3.86
Taruna-84993,3.84,3.95
Taruna-84994,3.76,3.63
Taruna-84995,3.27,3.6
Taruna-84996,3.64,3.67
Taruna-84997,3.71,3.83
Taruna-84998,3.33,3.99
Taruna-84999,3.43,3.69
Taruna-85000,3.44,3.57
